Kind,Language,Component,File,Line,Status,Reason,Quick Fix,Found Version,Required Version
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\630ec057-38c3-41f4-8e80-5815bf09c8f8-index.css,59,affected,Line is too long (>120 characters),Break long lines for better readability,,
