Kind,Language,Component,File,Line,Status,Reason,Quick Fix,Found Version,Required Version
Pattern,node,,C:\Users\Ckhadar\Downloads\AI_Baseline_Map\tmp\analyzer\a69e34af-1ed0-4922-9173-cc43bda7cc69-index.css,59,affected,Line is too long (>120 characters),Break long lines for better readability,,
